,Film,Film Studio/Producer(s),Award,Year of Release,Movie Time,Movie Genre,IMDB Rating,Movie Info,Critic Consensus,Content Rating,Directors,Actors,Streaming Release Date,Tomatometer Status,Tomatometer Rating,Audience Status,Audience Rating,Film ID
468,District 9,Peter Jackson and Carolynne Cunningham,Nominee,2009,112,"Action,Sci-Fi,Thriller",7.9,"Thirty years ago, aliens arrive on Earth -- not to conquer or give aid, but -- to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent (Sharlto Copley) contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9.","Technically brilliant and emotionally wrenching, District 9 has action, imagination, and all the elements of a thoroughly entertaining science-fiction classic.",R,Neill Blomkamp,"Sharlto Copley, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Devlin Brown, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt, Sylvaine Strike, John Sumner, Elizabeth Mkandawie, Greg Melvill-Smith, Nick Blake, Jed Brophy, Marian Hooman, Vittorio Leonardi, Johan van Schoor, Stella Steenkamp, Tim Irwin Gordon, Mampho Brescia, Morne Erasmus, Anthony Bishop, David Clatworthy, Mike Huff, Jonathan Taylor, Jason Cope, Anthony Fridjhon, Hlengiwe Madlala, Siyabonga Radebe, Melt Sieberhagen, Andre Odendaal, John Ellis, Louise Saint Claire, Alan Glauber, Nicolas Herbstein, Norman Antsey, Nick Boraine, Norman Anstey, Robert Hobbs (II), Mahendra Raghunath, Phillip Mathebula, Morena Busa Sesatsa",2016-04-19,Certified-Fresh,90.0,Upright,82.0,8f06e9f9-d006-4674-b3c1-62406652630a
469,An Education,Finola Dwyer and Amanda Posey,Nominee,2009,100,Drama,7.3,"Despite her sheltered upbringing, Jenny (Carey Mulligan) is a teen with a bright future; she's smart, pretty, and has aspirations of attending Oxford University. When David (Peter Sarsgaard), a charming but much older suitor, motors into her life in a shiny automobile, Jenny gets a taste of adult life that she won't soon forget.","Though the latter part of the film may not appeal to all, An Education is a charming coming-of-age tale powered by the strength of relative newcomer Carey Mulligan's standout performance.",PG-13,Lone Scherfig,"Carey Mulligan, Peter Sarsgaard, Alfred Molina, Dominic Cooper, Rosamund Pike, Emma Thompson, Olivia Williams, Cara Seymour, Matthew Beard, William Melling, Connor Catchpole, Sally Hawkins, Amanda Fairbank-Hynes, Ellie Kendrick, Nick Sampson, Kate Duchene, Bel Parker, Luis Soto, Olenka Wrzesniewski, Bryony Wadsworth, Ashley Taylor-Rhys, James Norton, Beth Rowley, Ben Castle, Mark Edwards, Tom Rees-Roberts, Arnie Somogyi, Paul Wilkinson, Phil Wilkinson",2012-04-16,Certified-Fresh,94.0,Upright,80.0,6651de34-a337-4395-8797-2f408016fafa
470,Inglourious Basterds,Lawrence Bender,Nominee,2009,153,"Adventure,Drama,War",8.3,"It is the first year of Germany's occupation of France. Allied officer Lt. Aldo Raine (Brad Pitt) assembles a team of Jewish soldiers to commit violent acts of retribution against the Nazis, including the taking of their scalps. He and his men join forces with Bridget von Hammersmark, a German actress and undercover agent, to bring down the leaders of the Third Reich. Their fates converge with theater owner Shosanna Dreyfus, who seeks to avenge the Nazis' execution of her family.","A classic Tarantino genre-blending thrill ride, Inglourious Basterds is violent, unrestrained, and thoroughly entertaining.",R,Quentin Tarantino,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender, Diane Kruger, Daniel Brühl, Til Schweiger, Gedeon Burkhard, Jacky Ido, B.J. Novak, Omar Doom, August Diehl, Denis Ménochet, Sylvester Groth, Martin Wuttke, Mike Myers, Julie Dreyfus, Richard Sammel, Alexander Fehling, Rod Taylor, Sönke Möhring, Samm Levine, Paul Rust, Michael Bacall, Arndt Schwering-Sohnrey, Petra Hartung, Volker Zack Michalowski, Ken Duken, Christian Berkel, Annie-Sophie Franck, Anne-Sophie Franck, Léa Seydoux, Tina Rodriguez, Lena Friedrich, Ludger Pistor, Jana Pallaske, Wolfgang Lindner, Michael Kranz, Rainer Bock, Andre Penvern, Sebastian Hülk, Buddy Joe Hooker, Carlos Fidel, Christian Brückner, Hilmar Eichhorn, Patrick Elias, Eva Löbau, Salvadore Brandt, Jasper Linnewedel, Wilifried Hochholdinger, Wilfried Hochholdinger, Olivier Girard, Michael Scheel, Leo Plank, Andreas Tietz, Bo Svenson, Enzo G. Castellari",2015-12-10,Certified-Fresh,89.0,Upright,88.0,703f43ee-ac54-4db6-838b-9bb256ad85fc
472,A Serious Man,Joel Coen and Ethan Coen,Nominee,2009,106,"Comedy,Drama",7.1,"Larry Gopnik (Michael Stuhlbarg) is a physics professor at a 1960s university, but his life is coming apart at the seams. His wife (Sari Lennick) is leaving him, his jobless brother (Richard Kind) has moved in, and someone is trying to sabotage his chances for tenure. Larry seeks advice from three different rabbis, but whether anyone can help him overcome his many afflictions remains to be seen.","Blending dark humor with profoundly personal themes, the Coen brothers deliver what might be their most mature -- if not their best -- film to date.",R,"Roger Deakins, Joel Coen, Ethan Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Amy Landecker, Alan Mandell, Fyvush Finkel, Adam Arkin, Allen Lewis Rickman, Yelena Shmulenson, Peter Breitmayer, Brent Braunschweig, Simon Helberg, David Kang, Aaron Wolff, Jessica McManus, Ari Hoptman, Michael Tezla, George Wyner, Michael Lerner, Benjamin Portnoe, Jon Kaminski Jr., Ronald Schultz, Raye Birk, Charles Brin, Stephen Park, James Cada, Jane Hammill, Sidor Belarsky, Jimi Hendrix, Carter Burwell",2014-03-18,Certified-Fresh,90.0,Upright,68.0,700a9b52-7949-432b-b650-6a190328e137
473,Up,Jonas Rivera,Nominee,2009,96,"Animation,Adventure,Comedy",8.2,"Carl Fredricksen (Ed Asner), a 78-year-old balloon salesman, is about to fulfill a lifelong dream. Tying thousands of balloons to his house, he flies away to the South American wilderness. But curmudgeonly Carl's worst nightmare comes true when he discovers a little boy named Russell is a stowaway aboard the balloon-powered house.","An exciting, funny, and poignant adventure, Up offers an impeccably crafted story told with wit and arranged with depth, as well as yet another visual Pixar treat.",PG,"Linn Patrick, Pete Docter, Bob Peterson, Peter Docter","Luis Varela, Matías Prats, Miguel de la Quadra-Salcedo, Sebastián Álvaro, Claudio Rodríguez, Julian Mora, Luis Bajo, José Escobosa, Juan Amador, Claudia Caneda, Miguel Ríus, Ana Isabel Hernando, Edward Asner, Jordan Nagai, Delroy Lindo, Jérôme Ranft, John Ratzenberger, Jess Harnell, Donald Fullilove, Sebastian Warholm, Valerie LaPointe, Jan Rabson, Jeff Pidgeon, Teddy Newton, Laraine Newman, Tony Fucile",2015-11-21,Certified-Fresh,98.0,Upright,90.0,91050f20-1d70-445d-af55-9153f4477c66
474,Up in the Air,"Daniel Dubiecki, Ivan Reitman, and Jason Reitman",Nominee,2009,109,"Comedy,Drama,Romance",7.4,"An idea from a young, new co-worker (Anna Kendrick) would put an end to the constant travel of corporate downsizer Ryan Bingham (George Clooney), so he takes her on a tour to demonstrate the importance of face-to-face meetings with those they must fire. While mentoring his colleague, he arranges hookups with another frequent-flier (Vera Farmiga), and his developing feelings for the woman prompt him to see others in a new light.","Led by charismatic performances by its three leads, director Jason Reitman delivers a smart blend of humor and emotion with just enough edge for mainstream audiences.",R,Jason Reitman,"George Clooney, Vera Farmiga, Anna Kendrick, Danny McBride (IV), Jason Bateman, Melanie Lynskey, Amy Morton, Sam Elliott, J.K. Simmons, Christopher Lowell, Zach Galifianakis, Chris Lowell",2013-08-01,Certified-Fresh,91.0,Upright,79.0,079dec92-de45-4395-b058-de3943fb90ce
475,The King's Speech,"Iain Canning, Emile Sherman, and Gareth Unwin",Winner,2010,118,"Biography,Drama,History",8.0,"England's Prince Albert (Colin Firth) must ascend the throne as King George VI, but he has a speech impediment. Knowing that the country needs her husband to be able to communicate effectively, Elizabeth (Helena Bonham Carter) hires Lionel Logue (Geoffrey Rush), an Australian actor and speech therapist, to help him overcome his stammer. An extraordinary friendship develops between the two men, as Logue uses unconventional means to teach the monarch how to speak with confidence.","Colin Firth gives a masterful performance in The King's Speech, a predictable but stylishly produced and rousing period drama.",PG-13,Tom Hooper,"Colin Firth, Helena Bonham Carter, Geoffrey Rush, Derek Jacobi, Guy Pearce, Timothy Spall, Jennifer Ehle, Anthony Andrews, Claire Bloom, Eve Best, Michael Gambon, Robert Portal, Richard M. Dixon, Paul Trussell, Adrian Scarborough, Andrew Havill, Charles Armstrong, Roger Hammond, Calum Gittins, Dominic Applewhite, Ben Wimsett, Freya Wilson, Ramona Marquez, David Bamber, Jake Hathaway, Patrick Ryecart, Teresa Gallagher, Simon Chandler, Orlando Wells, Tim Downie, Dick Ward, John Albasiny, Danny Emes, John Warnaby, Roger Parrott, Terry Davies",2017-04-01,Certified-Fresh,94.0,Upright,92.0,ab6ff668-b31b-42b4-a406-468b3660562c
476,127 Hours,"Danny Boyle, John Smithson, and Christian Colson",Nominee,2010,94,"Biography,Drama",7.5,"While exploring a remote canyon in Utah, mountaineer and adventurer Aron Ralston (James Franco) becomes trapped when a boulder falls on his arm. Over the next five days, Ralston examines his life and considers his options, leading him to an agonizing choice: to amputate his arm so that he can extricate himself and try to make his way back to civilization or remain pinned to the canyon wall and likely die. Based on Ralston's book, ""Between a Rock and a Hard Place.""","As gut-wrenching as it is inspirational, 127 Hours unites one of Danny Boyle's most beautifully exuberant directorial efforts with a terrific performance from James Franco.",R,Danny Boyle,"James Franco, Amber Tamblyn, Kate Mara, Kate Burton, Lizzy Caplan, Clémence Poésy, Treat Williams, Peter Joshua, Pieter Jan Brugge, Sean Bolt, Koleman Stinger, John Lawrence, Bailee Michelle Johnson, Rebecca C. Olson, Parker Hadley, Fenton Quinn Jr., Jeffrey Wood, Norman Lehnert, Darin Southam",2015-11-25,Certified-Fresh,93.0,Upright,85.0,8aa6ad71-a915-44d3-ad61-a57c83baaee9
477,Black Swan,"Scott Franklin, Mike Medavoy, and Brian Oliver",Nominee,2010,108,"Drama,Thriller",8.0,"Nina (Natalie Portman) is a ballerina whose passion for the dance rules every facet of her life. When the company's artistic director decides to replace his prima ballerina for their opening production of ""Swan Lake,"" Nina is his first choice. She has competition in newcomer Lily (Mila Kunis) however. While Nina is perfect for the role of the White Swan, Lily personifies the Black Swan. As rivalry between the two dancers transforms into a twisted friendship, Nina's dark side begins to emerge.","Bracingly intense, passionate, and wildly melodramatic, Black Swan glides on Darren Aronofsky's bold direction -- and a bravura performance from Natalie Portman.",R,Darren Aronofsky,"Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey, Winona Ryder, Benjamin Millepied, Ksenia Solo, Kristina Anapau, Janet Montgomery, Sebastian Stan, Toby Hemingway, Sergio Torrado, Mark Margolis, Tina Sloan, Abe Aronofsky, Charlotte Aronofsky, Marcia Jean Kurtz, Shaun P. O'Hagan, Christopher Gartin, Deborah Offner, Stanley B. Herman, Michelle Rodriguez Nouel, Kurt Froman, Marty Krzywonos, Leslie Lyles, John Epperson, Arkadiy Figlin, Timothy Fain, Sarah Lane, Liam Flaherty, Patrick Heusinger",2015-11-25,Certified-Fresh,85.0,Upright,84.0,d8594332-3a1c-41c4-a4bb-95744b7cc77b
478,The Fighter,"David Hoberman, Todd Lieberman, and Mark Wahlberg",Nominee,2010,116,"Biography,Drama,Sport",7.8,"For Micky Ward (Mark Wahlberg), boxing is a family affair. His tough-as-nails mother is his manager. His half-brother, Dicky (Christian Bale), once a promising boxer himself, is his very unreliable trainer. Despite Micky's hard work, he is losing and, when the latest fight nearly kills him, he follows his girlfriend's advice and splits from the family. Then Micky becomes a contender for the world title and he -- and his family -- earns a shot at redemption.","Led by a trio of captivating performances from Mark Wahlberg, Christian Bale, and Amy Adams, The Fighter is a solidly entertaining, albeit predictable, entry in the boxing drama genre.",R,David O. Russell,"Christian Bale, Mark Wahlberg, Amy Adams, Melissa Leo, Jack McGee, Melissa McMeekin, Bianca Hunter, Erica McDermott, Jill Quigg, Dendrie Taylor, Kate O'Brien, Jenna Lamia, Frank Renzulli, Paul Campbell (IV), Caitlin Dwyer, Chanty Sok, Ted Arcidi, Ross Bickell, Sean Malone, Jose Antonio Rivera, Richard W. Farrell, Matthew Muzio, Steven Barkheimer, Art Ramalho, Mickey O'Keefe, Sugar Ray Leonard, Jackson Nicoll, Alison Folland, Sean Doherty, Sue Costello, Thomas Hart Benton, Ray Greenhalge, Tino Kimly, Epifanio Melendez, Jeremiah Kissel, Sean Eklund, Roeun Chea, Brian Nguyen, Rikki Kleiman, Michael Dell'orto, Paul Locke, Kim Carrell, Colin Hammell, Dale Place, Eddie Lee Anderson, Joseph Lupino, Bonnie Aarons, Walter Driscoll, Matt Russell, A. Joseph Denucci, Richard A. Eklund, George Michael Ward, Richard Eklund, Jr., Jack Greenhalge, Kevin Paige, David A. Ramalho, Sr., Ziad Akl, Simon Hamlin, Gerald Greenhalge, Matthew Russell, Tommy Eklund, Rita Mercier, Deborah Bolanger, Kerry Moore, Philip D. Herbert, Raul Vera, Jack Lally, Carlos L. Smith, Jerrell Lee Wesley, Hugh K. Long, Catherine Lynn Stone, Eric Weinstein, Bo Cleary, Anthony Molinari, Peter ""Sugarfoot"" Cunningham, Miguel Espino, Anthony 'Ace' Thomas, Brian Christensen, Jen Weissenberg",2013-08-01,Certified-Fresh,90.0,Upright,89.0,6d10b167-cb37-4e7c-9636-6bdf993a3ed0
479,Inception,Christopher Nolan and Emma Thomas,Nominee,2010,148,"Action,Adventure,Sci-Fi",8.8,"Dom Cobb (Leonardo DiCaprio) is a thief with the rare ability to enter people's dreams and steal their secrets from their subconscious. His skill has made him a hot commodity in the world of corporate espionage but has also cost him everything he loves. Cobb gets a chance at redemption when he is offered a seemingly impossible task: Plant an idea in someone's mind. If he succeeds, it will be the perfect crime, but a dangerous enemy anticipates Cobb's every move.","Smart, innovative, and thrilling, Inception is that rare summer blockbuster that succeeds viscerally as well as intellectually.",PG-13,Christopher Nolan,"Leonardo DiCaprio, Ken Watanabe, Joseph Gordon-Levitt, Marion Cotillard, Ellen Page, Tom Hardy, Cillian Murphy, Tom Berenger, Michael Caine, Pete Postlethwaite, Lukas Haas, Jonathan Geare, Marc Raducci, Dileep Rao",2013-06-20,Certified-Fresh,87.0,Upright,91.0,33289599-ab93-4631-922c-d0c5f1f652e7
480,The Kids Are All Right,"Gary Gilbert, Jeffrey Levy-Hinte, and Celine Rattray",Nominee,2010,106,"Comedy,Drama,Romance",7.0,"Lesbian couple Jules (Julianne Moore) and Nic (Annette Bening) have been together for almost 20 years and have two teenage offspring named Joni and Laser, who were conceived via artificial insemination. Unbeknown to their mothers, Joni and Laser seek out their biological father, a restaurateur named Paul (Mark Ruffalo). Complications arise when the teens bond with Paul and invite him into their lives.","Worthwhile as both a well-acted ensemble piece and as a smart, warm statement on family values, The Kids Are All Right is remarkable.",R,Lisa Cholodenko,"Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska, Josh Hutcherson, Yaya DaCosta, Kunal Sharma, Eddie Hassell, Zosia Mamet, Joaquin Garrido, Rebecca Lawrence, Lisa Eisner, Eric Eisner, Sasha Spielberg, James MacDonald, Margo Victor",2015-12-01,Certified-Fresh,92.0,Upright,74.0,9772cfa2-5d7b-48eb-8f33-fd9d15087bc5
481,The Social Network,"Dana Brunetti, Ceán Chaffin, Michael De Luca, and Scott Rudin",Nominee,2010,120,"Biography,Drama",7.7,"In 2003, Harvard undergrad and computer genius Mark Zuckerberg (Jesse Eisenberg) begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, he is one of the youngest billionaires ever, but Zuckerberg finds that his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend (Andrew Garfield). Based on the book ""The Accidental Billionaires.""","Impeccably scripted, beautifully directed, and filled with fine performances, The Social Network is a riveting, ambitious example of modern filmmaking at its finest.",PG-13,David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella, Josh Pence, Brenda Song, Rashida Jones, Joseph Mazzello, John Getz, David Selby, Denise Grayson, Douglas Urbanski, Rooney Mara, Bryan Barter, Patrick Mapel, Barry Livingston, Marybeth Massett, Henry Roosevelt, Shelby Young, Nick Smoke, Cali Fredrichs, Steve Sires, Malese Jow, Victor Z. Isaac, Abhi Sinha, Mark Saul, Cedric Sanders, Dakota Johnson, Inger Tudor, Mariah Bonner, Emma Fitzpatrick, Jeffrey Thomas Border, James Shanklin, Alex Reznick, John Hayden, Oliver Muirhead, Wallace Langham, Cayman Grant, Scott Lawrence, Jared Hillman, Caitlin Gerard, Peter Asle Holden, Darin Cooper, Dustin Fitzsimons, Toby Meuli, Alecia Svenson, Jami Owen, James Dastoli, Robert Dastoli, Scotty Crowe, Jayk Gallagher, Marcella Lentz-Pope, Trevor Wright, Randy Evans, Carrie Armstrong, Pamela Roylance, Brian Palermo, Brett Leigh, Chris Gouche, Nicholas Tubbs, Kevin Chui, Richard Ferris, Burke Walton, Anh Nguyen, Dane Nightingale, Stephen Fuller, John He, Nancy Linari, Aaron Sorkin, Kyle Fain, Christopher Khai, Courtney Arndt, Felisha Terrell, Zoe De Toledo, Simon Barr, Alex Leigh Barker, Phil Turnham, Richie Steele, Chris Friend, Tom Harvey, Alex Olijnyk, Ray Poulter, Bob Hewitt, Dave Lambourne, James Padmore, Sebastian Kouba, Charles Herbert, Robin Dowell, Nathan Hillyer, Sarah Adler, Amy Ferguson, Monique Edwards, Lacey Beeman, Cherilyn Wilson, Caleb Landry Jones, Franco Vega, Andrew Thacher",2012-06-05,Certified-Fresh,96.0,Upright,86.0,05fad488-166b-4fcd-9b23-b97ba7c51007
